location_id,product_id,kpi_date,revenue,units_sold,avg_price,gross_margin_pct,units_per_day
1,1,2026-03-17,1116.21,22,50.74,46.43,22
1,50,2026-02-15,133.72,3,44.57,32.35,3
1,50,2026-02-16,20.92,1,20.92,38.0,1
1,50,2026-02-17,58.74,1,58.74,37.62,1
1,50,2026-02-18,17.38,0,0.0,32.53,0
1,50,2026-02-19,58.44,1,58.44,46.87,1
1,50,2026-02-20,16.46,0,0.0,27.89,0
1,50,2026-02-21,76.35,3,25.45,30.29,3
1,50,2026-02-22,96.35,2,48.17,27.24,2
1,50,2026-02-23,41.1,1,41.1,29.01,1
1,50,2026-02-24,94.43,2,47.21,44.16,2
1,50,2026-02-25,25.77,1,25.77,36.91,1
1,50,2026-02-26,73.5,4,18.38,28.39,4
1,50,2026-02-27,58.45,1,58.45,27.26,1
1,50,2026-02-28,91.63,2,45.82,48.29,2
1,50,2026-03-01,88.14,2,44.07,41.1,2
1,50,2026-03-02,32.76,0,0.0,43.4,0
1,50,2026-03-03,39.09,1,39.09,39.05,1
1,50,2026-03-04,88.77,2,44.38,30.59,2
1,50,2026-03-05,14.85,1,14.85,27.23,1
1,50,2026-03-06,74.07,1,74.07,43.62,1
1,50,2026-03-07,18.43,0,0.0,46.33,0
1,50,2026-03-08,117.04,3,39.01,25.04,3
1,50,2026-03-09,10.49,0,0.0,46.18,0
1,50,2026-03-10,95.77,4,23.94,34.13,4
1,50,2026-03-11,68.05,1,68.05,37.99,1
1,50,2026-03-12,53.19,2,26.6,34.88,2
1,50,2026-03-13,48.97,1,48.97,28.62,1
1,50,2026-03-14,113.52,2,56.76,37.5,2
1,50,2026-03-15,58.05,1,58.05,28.65,1
1,50,2026-03-16,54.0,1,54.0,42.57,1
1,50,2026-03-17,58.98,2,29.49,49.76,2
1,5,2026-02-15,26.68,0,0.0,42.66,0
1,5,2026-02-16,43.15,1,43.15,37.38,1
1,5,2026-02-17,70.81,2,35.41,49.53,2
1,5,2026-02-18,35.28,0,0.0,30.27,0
1,5,2026-02-19,63.12,1,63.12,42.51,1
1,5,2026-02-20,8.52,0,0.0,29.48,0
1,5,2026-02-21,58.13,2,29.07,49.61,2
1,5,2026-02-22,85.37,1,85.37,49.78,1
1,5,2026-02-23,50.28,2,25.14,41.95,2
1,5,2026-02-24,100.22,2,50.11,34.78,2
1,5,2026-02-25,52.93,2,26.46,42.41,2
1,5,2026-02-26,20.22,0,0.0,34.84,0
1,5,2026-02-27,19.52,0,0.0,39.51,0
1,5,2026-02-28,105.23,2,52.62,42.74,2
1,5,2026-03-01,55.65,3,18.55,28.44,3
1,5,2026-03-02,56.06,2,28.03,28.62,2
1,5,2026-03-03,24.98,0,0.0,43.38,0
1,5,2026-03-04,7.71,0,0.0,39.39,0
1,5,2026-03-05,59.51,1,59.51,28.69,1
1,5,2026-03-06,93.2,3,31.07,46.04,3
1,5,2026-03-07,98.02,7,14.0,49.35,7
1,5,2026-03-08,28.65,2,14.33,49.51,2
1,5,2026-03-09,56.77,1,56.77,49.24,1
1,5,2026-03-10,63.62,2,31.81,25.85,2
1,5,2026-03-11,28.31,0,0.0,42.2,0
1,5,2026-03-12,81.09,2,40.54,34.38,2
1,5,2026-03-13,61.3,1,61.3,41.46,1
1,5,2026-03-14,95.04,2,47.52,41.26,2
1,5,2026-03-15,38.17,1,38.17,34.18,1
1,5,2026-03-16,14.03,1,14.03,37.23,1
1,5,2026-03-17,65.14,2,32.57,25.58,2
1,55,2026-02-15,207.2,6,34.53,31.84,6
1,55,2026-02-16,139.48,3,46.49,29.53,3
1,55,2026-02-17,115.82,3,38.61,35.84,3
1,55,2026-02-18,124.24,8,15.53,26.59,8
1,55,2026-02-19,192.27,4,48.07,29.62,4
1,55,2026-02-20,149.02,13,11.46,38.9,13
1,55,2026-02-21,147.86,3,49.29,37.21,3
1,55,2026-02-22,188.04,5,37.61,42.84,5
1,55,2026-02-23,147.61,9,16.4,43.82,9
1,55,2026-02-24,210.6,4,52.65,29.52,4
1,55,2026-02-25,147.48,8,18.43,38.87,8
1,55,2026-02-26,145.27,9,16.14,28.22,9
1,55,2026-02-27,62.06,3,20.69,39.06,3
1,55,2026-02-28,223.44,19,11.76,49.5,19
1,55,2026-03-01,137.9,5,27.58,38.61,5
1,55,2026-03-02,87.54,1,87.54,25.0,1
1,55,2026-03-03,79.8,1,79.8,37.99,1
1,55,2026-03-04,174.27,4,43.57,36.12,4
1,55,2026-03-05,123.23,3,41.08,38.07,3
1,55,2026-03-06,244.22,10,24.42,38.46,10
1,55,2026-03-07,62.22,4,15.55,45.49,4
1,55,2026-03-08,91.1,5,18.22,32.49,5
1,55,2026-03-09,165.68,3,55.23,40.05,3
1,55,2026-03-10,66.63,2,33.32,28.21,2
1,55,2026-03-11,154.55,11,14.05,31.37,11
1,55,2026-03-12,89.33,1,89.33,35.0,1
1,55,2026-03-13,27.53,1,27.53,35.63,1
1,55,2026-03-14,187.99,5,37.6,26.76,5
1,55,2026-03-15,206.86,4,51.71,42.42,4
1,55,2026-03-16,41.18,1,41.18,41.43,1
1,55,2026-03-17,202.53,5,40.51,35.49,5
1,19,2026-02-15,30.8,0,0.0,35.84,0
1,19,2026-02-16,7.64,0,0.0,26.94,0
1,19,2026-02-17,17.9,1,17.9,38.71,1
1,19,2026-02-18,11.98,0,0.0,34.07,0
1,19,2026-02-19,31.79,1,31.79,46.72,1
1,19,2026-02-20,20.43,1,20.43,34.43,1
1,19,2026-02-21,108.18,4,27.05,27.63,4
1,19,2026-02-22,116.49,6,19.41,43.21,6
1,19,2026-02-23,30.68,0,0.0,37.24,0
1,19,2026-02-24,56.67,1,56.67,46.63,1
1,19,2026-02-25,55.02,1,55.02,47.41,1
1,19,2026-02-26,18.37,0,0.0,34.74,0
1,19,2026-02-27,40.19,1,40.19,49.2,1
1,19,2026-02-28,72.41,2,36.2,46.24,2
1,19,2026-03-01,57.69,3,19.23,25.24,3
1,19,2026-03-02,42.74,2,21.37,28.16,2
1,19,2026-03-03,38.85,0,0.0,26.32,0
1,19,2026-03-04,76.26,1,76.26,42.69,1
1,19,2026-03-05,25.44,0,0.0,42.67,0
1,19,2026-03-06,23.22,0,0.0,44.96,0
1,19,2026-03-07,56.38,2,28.19,35.69,2
1,19,2026-03-08,115.63,2,57.81,45.35,2
1,19,2026-03-09,29.63,0,0.0,48.69,0
1,19,2026-03-10,43.54,1,43.54,27.25,1
1,19,2026-03-11,13.68,0,0.0,48.62,0
1,19,2026-03-12,18.7,1,18.7,43.59,1
1,19,2026-03-13,50.24,1,50.24,46.86,1
1,19,2026-03-14,115.68,4,28.92,37.72,4
1,19,2026-03-15,88.33,3,29.44,37.88,3
1,19,2026-03-16,78.37,1,78.37,42.45,1
1,19,2026-03-17,41.96,1,41.96,47.77,1
1,11,2026-02-15,574.72,14,41.05,42.56,14
1,11,2026-02-16,403.83,20,20.19,43.47,20
1,11,2026-02-17,593.68,13,45.67,47.01,13
1,11,2026-02-18,311.49,9,34.61,40.18,9
1,11,2026-02-19,453.11,12,37.76,47.05,12
1,11,2026-02-20,268.35,14,19.17,26.88,14
1,11,2026-02-21,585.52,19,30.82,48.81,19
1,11,2026-02-22,399.86,15,26.66,34.33,15
1,11,2026-02-23,96.16,2,48.08,31.24,2
1,11,2026-02-24,301.2,7,43.03,27.95,7
1,11,2026-02-25,213.63,9,23.74,30.33,9
1,11,2026-02-26,338.16,10,33.82,30.44,10
1,11,2026-02-27,201.81,4,50.45,41.07,4
1,11,2026-02-28,673.19,58,11.61,36.58,58
1,11,2026-03-01,482.15,16,30.13,33.89,16
1,11,2026-03-02,293.98,12,24.5,33.85,12
1,11,2026-03-03,39.14,0,0.0,29.65,0
1,11,2026-03-04,231.66,16,14.48,37.3,16
1,11,2026-03-05,74.97,2,37.48,28.84,2
1,11,2026-03-06,108.14,3,36.05,28.89,3
1,11,2026-03-07,384.41,20,19.22,34.88,20
1,11,2026-03-08,267.17,9,29.69,29.55,9
1,11,2026-03-09,398.05,27,14.74,35.96,27
1,11,2026-03-10,561.66,34,16.52,33.84,34
1,11,2026-03-11,265.65,10,26.57,46.76,10
1,11,2026-03-12,121.12,6,20.19,26.01,6
1,11,2026-03-13,206.9,5,41.38,47.52,5
1,11,2026-03-14,166.12,9,18.46,36.98,9
1,11,2026-03-15,535.75,25,21.43,35.53,25
1,11,2026-03-16,246.84,5,49.37,42.86,5
1,11,2026-03-17,206.45,5,41.29,47.04,5
1,34,2026-02-15,48.55,1,48.55,46.08,1
1,34,2026-02-16,22.29,1,22.29,27.7,1
1,34,2026-02-17,6.1,0,0.0,37.5,0
1,34,2026-02-18,47.52,2,23.76,41.96,2
1,34,2026-02-19,23.78,0,0.0,43.44,0
1,34,2026-02-20,27.05,1,27.05,37.15,1
1,34,2026-02-21,60.93,3,20.31,28.81,3
1,34,2026-02-22,53.1,2,26.55,44.17,2
1,34,2026-02-23,52.33,1,52.33,31.18,1
1,34,2026-02-24,50.07,2,25.03,42.66,2
1,34,2026-02-25,53.04,1,53.04,37.56,1
1,34,2026-02-26,13.49,0,0.0,39.78,0
1,34,2026-02-27,45.42,2,22.71,28.31,2
1,34,2026-02-28,7.55,0,0.0,48.23,0
1,34,2026-03-01,36.99,1,36.99,27.27,1
1,34,2026-03-02,5.89,0,0.0,32.66,0
1,34,2026-03-03,42.1,2,21.05,33.4,2
1,34,2026-03-04,37.12,1,37.12,41.1,1
1,34,2026-03-05,19.69,0,0.0,32.01,0
1,34,2026-03-06,29.56,1,29.56,33.0,1
1,34,2026-03-07,7.35,0,0.0,26.3,0
1,34,2026-03-08,65.03,3,21.68,36.8,3
1,34,2026-03-09,44.25,3,14.75,29.62,3
1,34,2026-03-10,66.29,2,33.15,32.61,2
1,34,2026-03-11,9.51,0,0.0,38.79,0
1,34,2026-03-12,45.38,1,45.38,43.53,1
1,34,2026-03-13,20.82,0,0.0,38.22,0
1,34,2026-03-14,32.86,0,0.0,30.25,0
1,34,2026-03-15,34.83,0,0.0,28.26,0
1,34,2026-03-16,40.05,2,20.03,39.66,2
1,34,2026-03-17,68.11,1,68.11,29.76,1
1,46,2026-02-15,1129.73,24,47.07,26.87,24
1,46,2026-02-16,619.5,26,23.83,43.13,26
1,46,2026-02-17,1134.2,62,18.29,43.02,62
1,46,2026-02-18,116.18,6,19.36,38.76,6
1,46,2026-02-19,299.2,6,49.87,46.34,6
1,46,2026-02-20,857.1,17,50.42,47.37,17
1,46,2026-02-21,554.24,14,39.59,47.77,14
1,46,2026-02-22,201.64,7,28.81,48.28,7
1,46,2026-02-23,500.67,46,10.88,39.98,46
1,46,2026-02-24,755.18,49,15.41,26.14,49
1,46,2026-02-25,654.99,15,43.67,42.35,15
1,46,2026-02-26,716.88,27,26.55,42.12,27
1,46,2026-02-27,897.25,18,49.85,29.14,18
1,46,2026-02-28,1147.93,45,25.51,44.48,45
1,46,2026-03-01,607.65,29,20.95,29.6,29
1,46,2026-03-02,211.64,11,19.24,42.42,11
1,46,2026-03-03,948.27,22,43.1,36.39,22
1,46,2026-03-04,877.53,28,31.34,32.59,28
1,46,2026-03-05,283.81,7,40.54,38.8,7
1,46,2026-03-06,297.15,25,11.89,30.96,25
1,46,2026-03-07,126.75,7,18.11,47.09,7
1,46,2026-03-08,1491.86,71,21.01,44.77,71
1,46,2026-03-09,678.68,34,19.96,45.59,34
1,46,2026-03-10,629.76,62,10.16,33.69,62
1,46,2026-03-11,694.1,28,24.79,27.08,28
1,46,2026-03-12,699.65,21,33.32,43.05,21
1,46,2026-03-13,467.16,13,35.94,33.12,13
1,46,2026-03-14,176.73,4,44.18,45.6,4
1,46,2026-03-15,358.26,7,51.18,29.42,7
1,46,2026-03-16,896.66,28,32.02,49.47,28
1,46,2026-03-17,946.2,22,43.01,27.66,22
1,13,2026-02-15,111.89,4,27.97,41.35,4
1,13,2026-02-16,73.91,2,36.95,38.77,2
1,13,2026-02-17,81.1,4,20.28,31.72,4
1,13,2026-02-18,56.95,1,56.95,43.82,1
1,13,2026-02-19,17.82,0,0.0,43.16,0
1,13,2026-02-20,30.25,0,0.0,27.34,0
1,13,2026-02-21,26.31,1,26.31,46.56,1
1,13,2026-02-22,30.41,1,30.41,43.24,1
1,13,2026-02-23,58.37,5,11.67,29.07,5
1,13,2026-02-24,23.52,0,0.0,40.2,0
1,13,2026-02-25,12.44,0,0.0,31.13,0
1,13,2026-02-26,74.39,1,74.39,27.51,1
1,13,2026-02-27,57.7,1,57.7,45.2,1
1,13,2026-02-28,81.01,3,27.0,25.52,3
1,13,2026-03-01,94.48,2,47.24,41.11,2
1,13,2026-03-02,8.41,0,0.0,27.09,0
1,13,2026-03-03,18.47,0,0.0,25.34,0
1,13,2026-03-04,99.32,2,49.66,27.66,2
1,13,2026-03-05,64.09,2,32.05,42.69,2
1,13,2026-03-06,24.97,0,0.0,39.07,0
1,13,2026-03-07,50.69,3,16.9,33.29,3
1,13,2026-03-08,25.79,2,12.89,42.3,2
1,13,2026-03-09,54.99,3,18.33,45.62,3
1,13,2026-03-10,15.87,0,0.0,37.79,0
1,13,2026-03-11,82.29,5,16.46,47.8,5
1,13,2026-03-12,7.54,0,0.0,28.68,0
1,13,2026-03-13,58.37,3,19.46,46.97,3
1,13,2026-03-14,51.05,1,51.05,45.57,1
1,13,2026-03-15,20.24,1,20.24,27.75,1
1,13,2026-03-16,12.69,0,0.0,33.93,0
1,13,2026-03-17,60.46,4,15.12,48.08,4
1,32,2026-02-15,834.13,18,46.34,40.11,18
1,32,2026-02-16,121.39,3,40.46,39.99,3
1,32,2026-02-17,441.84,27,16.36,41.68,27
1,32,2026-02-18,221.98,5,44.4,33.71,5
1,32,2026-02-19,90.35,1,90.35,41.54,1
1,32,2026-02-20,449.36,10,44.94,42.78,10
1,32,2026-02-21,106.52,10,10.65,48.33,10
1,32,2026-02-22,171.97,4,42.99,33.01,4
1,32,2026-02-23,247.81,6,41.3,44.64,6
1,32,2026-02-24,315.99,24,13.17,39.45,24
1,32,2026-02-25,623.55,29,21.5,27.26,29
1,32,2026-02-26,564.89,32,17.65,34.63,32
1,32,2026-02-27,244.74,9,27.19,42.34,9
1,32,2026-02-28,397.89,9,44.21,33.34,9
1,32,2026-03-01,689.53,19,36.29,31.15,19
1,32,2026-03-02,275.2,9,30.58,38.34,9
1,32,2026-03-03,330.28,7,47.18,34.62,7
1,32,2026-03-04,440.26,16,27.52,39.45,16
1,32,2026-03-05,428.43,10,42.84,42.58,10
1,32,2026-03-06,195.58,19,10.29,49.85,19
1,32,2026-03-07,53.14,1,53.14,48.94,1
1,32,2026-03-08,845.03,68,12.43,33.73,68
1,32,2026-03-09,414.55,9,46.06,45.48,9
1,32,2026-03-10,233.31,14,16.67,46.33,14
1,32,2026-03-11,704.59,15,46.97,31.06,15
1,32,2026-03-12,490.81,40,12.27,28.45,40
1,32,2026-03-13,500.05,13,38.47,34.44,13
1,32,2026-03-14,67.97,1,67.97,34.29,1
1,32,2026-03-15,542.31,14,38.74,26.84,14
1,32,2026-03-16,460.2,10,46.02,25.75,10
1,32,2026-03-17,253.21,19,13.33,26.93,19
1,10,2026-02-15,54.26,1,54.26,28.74,1
1,10,2026-02-16,12.29,0,0.0,43.7,0
1,10,2026-02-17,50.71,2,25.35,35.29,2
1,10,2026-02-18,23.16,0,0.0,42.38,0
1,10,2026-02-19,20.6,1,20.6,47.03,1
1,10,2026-02-20,5.54,0,0.0,37.58,0
1,10,2026-02-21,6.02,0,0.0,42.0,0
1,10,2026-02-22,86.34,2,43.17,45.74,2
1,10,2026-02-23,55.41,1,55.41,42.73,1
1,10,2026-02-24,27.79,1,27.79,49.33,1
1,10,2026-02-25,35.68,0,0.0,28.13,0
1,10,2026-02-26,15.13,0,0.0,30.47,0
1,10,2026-02-27,16.42,0,0.0,38.98,0
1,10,2026-02-28,62.83,1,62.83,36.71,1
1,10,2026-03-01,28.58,0,0.0,45.68,0
1,10,2026-03-02,11.37,0,0.0,41.17,0
1,10,2026-03-03,15.9,1,15.9,26.95,1
1,10,2026-03-04,45.48,1,45.48,25.7,1
1,10,2026-03-05,18.54,0,0.0,26.63,0
1,10,2026-03-06,46.78,1,46.78,32.73,1
1,10,2026-03-07,38.51,1,38.51,25.81,1
1,10,2026-03-08,27.14,0,0.0,39.12,0
1,10,2026-03-09,28.68,0,0.0,26.14,0
1,10,2026-03-10,25.09,0,0.0,25.21,0
1,10,2026-03-11,24.18,1,24.18,34.95,1
1,10,2026-03-12,12.95,0,0.0,43.14,0
1,10,2026-03-13,50.29,1,50.29,27.43,1
1,10,2026-03-14,35.51,0,0.0,27.53,0
1,10,2026-03-15,67.2,4,16.8,39.68,4
1,10,2026-03-16,22.32,0,0.0,46.3,0
1,10,2026-03-17,25.04,1,25.04,36.58,1
1,68,2026-02-15,130.98,9,14.55,42.96,9
1,68,2026-02-16,75.04,1,75.04,41.36,1
1,68,2026-02-17,76.72,4,19.18,49.09,4
1,68,2026-02-18,51.25,1,51.25,41.28,1
1,68,2026-02-19,78.62,3,26.21,44.63,3
1,68,2026-02-20,28.22,1,28.22,46.4,1
1,68,2026-02-21,52.24,1,52.24,44.35,1
1,68,2026-02-22,53.63,2,26.82,40.26,2
1,68,2026-02-23,11.89,0,0.0,40.69,0
1,68,2026-02-24,53.7,1,53.7,28.57,1
1,68,2026-02-25,83.19,2,41.59,49.22,2
1,68,2026-02-26,64.7,4,16.17,27.35,4
1,68,2026-02-27,37.15,0,0.0,29.04,0
1,68,2026-02-28,42.21,1,42.21,27.23,1
1,68,2026-03-01,26.37,0,0.0,31.45,0
1,68,2026-03-02,39.79,1,39.79,46.92,1
1,68,2026-03-03,62.27,3,20.76,28.1,3
1,68,2026-03-04,61.26,5,12.25,46.48,5
1,68,2026-03-05,37.49,0,0.0,47.93,0
1,68,2026-03-06,18.28,0,0.0,46.12,0
1,68,2026-03-07,100.58,4,25.15,42.06,4
1,68,2026-03-08,65.9,3,21.97,46.89,3
1,68,2026-03-09,59.32,1,59.32,41.1,1
1,68,2026-03-10,74.01,3,24.67,45.53,3
1,68,2026-03-11,7.19,0,0.0,32.27,0
1,68,2026-03-12,18.15,0,0.0,26.82,0
1,68,2026-03-13,36.92,1,36.92,27.34,1
1,68,2026-03-14,60.13,1,60.13,47.5,1
1,68,2026-03-15,59.05,4,14.76,43.29,4
1,68,2026-03-16,72.47,1,72.47,44.21,1
1,68,2026-03-17,23.84,1,23.84,32.93,1
1,6,2026-02-15,750.87,25,30.03,42.56,25
1,6,2026-02-16,269.34,12,22.45,25.96,12
1,6,2026-02-17,131.92,4,32.98,41.01,4
1,6,2026-02-18,203.46,18,11.3,40.03,18
1,6,2026-02-19,197.55,4,49.39,34.04,4
1,6,2026-02-20,226.22,7,32.32,26.35,7
1,6,2026-02-21,603.91,12,50.33,42.09,12
1,6,2026-02-22,276.15,7,39.45,27.09,7
1,6,2026-02-23,73.26,2,36.63,32.46,2
1,6,2026-02-24,386.59,8,48.32,38.12,8
1,6,2026-02-25,427.18,20,21.36,45.76,20
1,6,2026-02-26,68.46,1,68.46,33.55,1
1,6,2026-02-27,442.31,26,17.01,33.73,26
1,6,2026-02-28,368.08,12,30.67,42.22,12
1,6,2026-03-01,162.39,4,40.6,33.87,4
1,6,2026-03-02,327.09,12,27.26,25.25,12
1,6,2026-03-03,436.75,12,36.4,26.95,12
1,6,2026-03-04,402.13,11,36.56,33.09,11
1,6,2026-03-05,507.78,10,50.78,43.57,10
1,6,2026-03-06,447.53,19,23.55,28.76,19
1,6,2026-03-07,279.88,17,16.46,46.61,17
1,6,2026-03-08,133.35,2,66.68,35.16,2
1,6,2026-03-09,266.93,26,10.27,36.26,26
1,6,2026-03-10,557.44,37,15.07,36.23,37
1,6,2026-03-11,547.13,39,14.03,30.47,39
1,6,2026-03-12,471.41,17,27.73,38.65,17
1,6,2026-03-13,105.47,4,26.37,33.7,4
1,6,2026-03-14,733.89,15,48.93,39.42,15
1,6,2026-03-15,62.4,1,62.4,25.4,1
1,6,2026-03-16,384.45,12,32.04,46.69,12
1,6,2026-03-17,401.5,11,36.5,36.4,11
1,63,2026-02-15,310.76,12,25.9,38.56,12
1,63,2026-02-16,249.02,6,41.5,27.83,6
1,63,2026-02-17,124.92,4,31.23,29.42,4
1,63,2026-02-18,300.32,9,33.37,34.54,9
1,63,2026-02-19,388.66,10,38.87,35.94,10
1,63,2026-02-20,133.13,3,44.38,48.13,3
1,63,2026-02-21,490.31,9,54.48,45.15,9
1,63,2026-02-22,114.24,3,38.08,40.41,3
1,63,2026-02-23,206.26,6,34.38,43.79,6
1,63,2026-02-24,484.38,34,14.25,36.1,34
1,63,2026-02-25,300.57,26,11.56,32.25,26
1,63,2026-02-26,201.84,10,20.18,36.37,10
1,63,2026-02-27,181.4,10,18.14,36.74,10
1,63,2026-02-28,104.04,2,52.02,47.85,2
1,63,2026-03-01,283.86,6,47.31,42.6,6
1,63,2026-03-02,305.33,29,10.53,34.37,29
1,63,2026-03-03,126.34,5,25.27,46.99,5
1,63,2026-03-04,158.56,3,52.85,44.88,3
1,63,2026-03-05,191.5,9,21.28,47.5,9
1,63,2026-03-06,224.82,21,10.71,28.83,21
1,63,2026-03-07,200.24,4,50.06,45.5,4
1,63,2026-03-08,382.59,16,23.91,48.98,16
1,63,2026-03-09,390.13,19,20.53,49.34,19
1,63,2026-03-10,140.53,3,46.84,45.71,3
1,63,2026-03-11,369.87,11,33.62,28.22,11
1,63,2026-03-12,295.87,6,49.31,29.34,6
1,63,2026-03-13,357.33,11,32.48,35.94,11
1,63,2026-03-14,89.73,2,44.86,37.61,2
1,63,2026-03-15,440.84,10,44.08,46.08,10
1,63,2026-03-16,237.15,11,21.56,38.82,11
1,63,2026-03-17,475.18,26,18.28,27.33,26
1,31,2026-02-15,163.61,4,40.9,39.83,4
1,31,2026-02-16,16.95,0,0.0,48.01,0
1,31,2026-02-17,31.31,1,31.31,43.56,1
1,31,2026-02-18,39.03,1,39.03,40.79,1
1,31,2026-02-19,84.25,4,21.06,47.45,4
1,31,2026-02-20,62.07,1,62.07,31.13,1
1,31,2026-02-21,207.12,4,51.78,44.26,4
1,31,2026-02-22,232.74,11,21.16,48.37,11
1,31,2026-02-23,119.75,3,39.92,39.48,3
1,31,2026-02-24,35.51,1,35.51,39.9,1
1,31,2026-02-25,39.26,1,39.26,47.37,1
1,31,2026-02-26,27.36,0,0.0,34.03,0
1,31,2026-02-27,203.33,7,29.05,37.28,7
1,31,2026-02-28,22.61,1,22.61,48.98,1
1,31,2026-03-01,35.27,0,0.0,34.38,0
1,31,2026-03-02,68.16,1,68.16,45.21,1
1,31,2026-03-03,53.89,5,10.78,29.47,5
1,31,2026-03-04,130.3,3,43.43,25.79,3
1,31,2026-03-05,199.02,4,49.76,37.1,4
1,31,2026-03-06,158.31,4,39.58,28.96,4
1,31,2026-03-07,179.87,3,59.96,29.82,3
1,31,2026-03-08,29.82,2,14.91,37.79,2
1,31,2026-03-09,41.01,0,0.0,27.87,0
1,31,2026-03-10,66.84,2,33.42,30.49,2
1,31,2026-03-11,178.03,3,59.34,31.69,3
1,31,2026-03-12,109.0,2,54.5,33.71,2
1,31,2026-03-13,110.87,5,22.17,43.63,5
1,31,2026-03-14,139.22,4,34.8,35.0,4
1,31,2026-03-15,68.04,4,17.01,42.18,4
1,31,2026-03-16,149.5,7,21.36,34.82,7
1,31,2026-03-17,148.75,3,49.58,32.79,3
1,59,2026-02-15,73.3,1,73.3,37.2,1
1,59,2026-02-16,46.21,1,46.21,43.68,1
1,59,2026-02-17,58.44,1,58.44,40.18,1
1,59,2026-02-18,28.37,0,0.0,34.35,0
1,59,2026-02-19,40.49,3,13.5,29.18,3
1,59,2026-02-20,5.63,0,0.0,39.67,0
1,59,2026-02-21,26.71,0,0.0,41.13,0
1,59,2026-02-22,94.47,3,31.49,25.75,3
1,59,2026-02-23,14.06,0,0.0,44.77,0
1,59,2026-02-24,24.09,1,24.09,41.42,1
1,59,2026-02-25,26.68,0,0.0,28.06,0
1,59,2026-02-26,20.83,1,20.83,33.22,1
1,59,2026-02-27,34.54,0,0.0,47.47,0
1,59,2026-02-28,43.56,1,43.56,40.05,1
1,59,2026-03-01,44.49,3,14.83,31.95,3
1,59,2026-03-02,32.7,0,0.0,46.5,0
1,59,2026-03-03,8.74,0,0.0,35.54,0
1,59,2026-03-04,55.8,2,27.9,33.0,2
1,59,2026-03-05,14.08,0,0.0,37.47,0
